Rank;Imdb;Metascore;Filme;Votos;Ano
1,544;6.7;50; A Outra;112,370;2008
1,545;6.8;64; O Escândalo;112,359;I 2019
1,546;5.1;36; Sex Tape: Perdido na Nuvem;112,312;2014
1,547;5.7;38; Projeto Gemini;112,175;2019
1,548;5.5;27; Entrando numa Fria Maior Ainda com a Família;112,163;2010
1,549;5.7;37; Só Deus Perdoa;112,142;2013
1,550;7.6;92; Projeto Flórida;111,953;2017
1,551;5.4;29; A Garota da Capa Vermelha;111,935;2011
1,552;7.5;77; Direito de Amar;111,829;2009
1,553;6.2;39; Tinha Que Ser Ele?;111,794;2016
1,554;7.8;64; Dublê de Anjo;111,774;2006
1,555;7.9;86; Fale com Ela;111,769;2002
1,556;7.5;89; O Clã das Adagas Voadoras;111,761;2004
1,557;5.9;33; Horror em Amityville;111,721;2005
1,558;7.0;73; O Homem Duplo;111,449;2006
1,559;7.1;79; Silêncio;111,420;I 2016
1,560;5.5;39; Pompeia;111,178;I 2014
1,561;7.3;58; Os Piratas do Rock;111,141;2009
1,562;8.7;; Soorarai Pottru;111,063;2020
1,563;5.2;35; Scooby-Doo;110,962;2002
1,564;6.4;46; O Lorax, em Busca da Trúfula Perdida;110,918;2012
1,565;6.0;30; Jogos Mortais 6;110,900;2009
1,566;7.5;75; Pecados Íntimos;110,860;2006
1,567;6.1;36; Heróis;110,799;2009
1,568;8.5;; The Office;110,725;2001–2003
1,569;6.1;34; Férias Frustradas;110,599;I 2015
1,570;6.6;76; Sob o Domínio do Mal;110,473;2004
1,571;6.5;65; Maria Antonieta;110,430;2006
1,572;6.5;44; Refém;110,409;2005
1,573;7.3;78; Preciosa: Uma História de Esperança;110,353;II 2009
1,574;6.6;34; Um Porto Seguro;110,348;I 2013
1,575;8.7;; Maravilhosa Sra. Maisel;110,291;2017– 
1,576;8.3;; O Pacífico;110,221;2010
1,577;6.7;66; Driblando o Destino;110,197;2002
1,578;8.4;; Broadchurch;110,176;2013–2017
1,579;7.3;56; Across the Universe;110,174;2007
1,580;6.5;55; O Código;110,101;I 2012
1,581;6.8;42; Um Homem de Família;110,000;2000
1,582;7.3;91; A Rainha;109,919;2006
1,583;7.9;; Elementaríssimo;109,776;2012–2019
1,584;6.1;35; Hannibal - A Origem do Mal;109,764;2007
1,585;5.2;39; Segurança de Shopping;109,747;2009
1,586;8.3;; The Killing;109,723;2011–2014
1,587;6.3;26; O Dono da Festa;109,584;2002
1,588;6.8;67; Casal Improvável;109,547;2019
1,589;7.0;49; Covil de Ladrões;109,334;2018
1,590;8.3;; Orphan Black;109,319;2013–2017
1,591;7.9;; Weeds;109,303;2005–2012
1,592;7.5;73; O Homem que Não Estava Lá;109,128;2001
1,593;7.9;61; Dançando no Escuro;109,092;2000
1,594;5.7;63; Pequena Grande Vida;108,882;2017
1,595;6.4;52; A Dama de Ferro;108,830;2011
1,596;6.5;50; A Caçada;108,801;II 2020
1,597;6.6;59; Noite Sem Fim;108,768;2015
1,598;6.8;48; Irmão Urso;108,738;2003
1,599;6.1;35; O Caçador e a Rainha do Gelo;108,682;2016
1,600;7.6;; A Onda;108,559;2008
1,601;6.8;55; Tenacious D - Uma Dupla Infernal;108,550;2006
1,602;6.8;58; Segredos de Sangue;108,504;2013
1,603;5.2;33; A 5ª Onda;108,497;2016
1,604;6.3;43; O Pagamento;108,424;2003
1,605;7.0;56; Filth - O nome da ambição;108,208;I 2013
1,606;5.5;23; Encontro de Casais;108,147;2009
1,607;6.1;43; A Mexicana;108,147;2001
1,608;7.2;73; Super Size Me - A Dieta do Palhaço;108,131;2004
1,609;8.2;; Dag II;108,110;2016
1,610;6.4;39; Um Homem de Sorte;107,852;2012
1,611;6.7;47; E se Fosse Verdade;107,812;2005
1,612;7.7;80; Frost/Nixon;107,746;2008
1,613;2.8;9; Espartalhões;107,738;2008
1,614;6.9;60; Plano de Fuga;107,735;2012
1,615;7.4;67; Alta Frequência;107,707;2000
1,616;5.7;35; Os Três Mosqueteiros;107,664;2011
1,617;5.9;44; Power Rangers;107,482;2017
1,618;8.0;92; O Escafandro e a Borboleta;107,318;2007
1,619;5.4;24; Noivas em Guerra;107,251;2009
1,620;6.1;35; Espelhos do Medo;107,238;I 2008
1,621;7.4;38; O Som do Coração;107,196;2007
1,622;7.2;79; Um Limite Entre Nós;106,967;2016
1,623;6.4;44; Rápida Vingança;106,922;2010
1,624;6.6;59; Bem-Vindo à Selva;106,889;2003
1,625;6.1;34; Alice Através do Espelho;106,847;2016
1,626;5.5;34; Sexta-Feira 13;106,622;2009
1,627;6.4;62; A Intérprete;106,606;2005
1,628;5.8;43; O Lobisomem;106,479;2010
1,629;5.3;21; Tempestade: Planeta em Fúria;106,389;2017
1,630;6.5;77; Jogo Perigoso;106,324;2017
1,631;6.6;74; O Convite;106,322;I 2015
1,632;6.6;75; Ataque ao Prédio;106,309;2011
1,633;6.9;74; Frankenweenie;106,267;2012
1,634;5.9;56; Um Jantar para Idiotas;106,132;2010
1,635;6.3;32; Repo Men: O Resgate de Órgãos;106,037;2010
1,636;7.6;90; Vôo United 93;105,931;2006
1,637;8.2;; Motel Bates;105,928;2013–2017
1,638;6.8;68; Primer;105,854;2004
1,639;7.3;77; O Sobrevivente;105,816;2006
1,640;7.9;50; Meu Nome é Khan;105,785;2010
1,641;6.2;58; Bater ou Correr em Londres;105,767;2003
1,642;6.5;; Under the Dome: Prisão Invisível;105,726;2013–2015
1,643;7.2;72; A Ponta de um Crime;105,590;2005
1,644;6.5;57; O Reino Proibido;105,506;2008
1,645;6.4;64; A Hora do Espanto;105,437;2011
1,646;2.4;17; Deu a Louca em Hollywood;105,369;2007
1,647;6.4;49; Atrás das Linhas Inimigas;105,261;2001
1,648;4.3;18; Para Maiores;105,228;2013
1,649;5.7;32; Não é Mais um Besteirol Americano;105,186;2001
1,650;7.3;57; De Repente Uma Família;105,148;2018
1,651;8.6;; Deadwood: Cidade Sem Lei;105,101;2004–2006
1,652;6.1;52; Coincidências do Amor;105,035;I 2010
1,653;6.6;52; Reino Escondido;104,915;2013
1,654;5.3;38; Um Diabo Diferente;104,846;2000
1,655;5.1;30; Premonição 4;104,796;2009
1,656;6.7;71; Onde Vivem os Monstros;104,758;2009
1,657;6.1;56; Diário de um Jornalista Bêbado;104,720;2011
1,658;5.2;32; Legião;104,654;2010
1,659;7.2;; Os Defensores;104,479;2017– 
1,660;6.2;56; Matadores de Velhinha;104,418;2004
1,661;7.5;67; O Grande Mestre 2;104,382;2010
1,662;7.0;48; Super Tiras;104,295;2001
1,663;7.0;64; Para Todos os Garotos que Já Amei;104,240;2018
1,664;5.7;50; Poseidon;104,168;2006
1,665;5.5;37; O Paradoxo Cloverfield;104,012;2018
1,666;6.6;81; Vício Inerente;103,644;2014
1,667;5.7;53; Atividade Paranormal 2;103,584;2010
1,668;6.4;33; Casa Comigo?;103,506;2010
1,669;7.3;85; Antes que o Diabo Saiba que Você Está Morto;103,463;2007
1,670;5.7;41; Viagem 2: A Ilha Misteriosa;103,458;2012
1,671;6.1;52; Sobrenatural: A Origem;103,456;2015
1,672;6.2;67; Zathura: Uma Aventura Espacial;103,405;2005
1,673;6.7;; Lendas do Amanhã;103,335;2016–2022
1,674;5.9;34; O Último Caçador de Bruxas;103,321;2015
1,675;8.0;33; Tropa de Elite;103,271;2007
1,676;6.1;49; Endiabrado;103,265;2000
1,677;6.9;53; Alpha Dog;103,212;2006
1,678;6.4;76; Um Método Perigoso;103,116;2011
1,679;6.5;59; Letra e Música;102,802;2007
1,680;8.2;; Black Sails;102,790;2014–2017
1,681;6.7;61; O Bom Pastor;102,788;2006
1,682;7.2;64; Um Santo Vizinho;102,777;2014
1,683;6.1;36; Namoro ou Liberdade;102,707;2014
1,684;7.8;; The OA;102,688;2016–2019
1,685;9.9;;  Game of Thrones;102,672;2011–2019
1,686;7.0;58; Cão de Briga;102,650;2005
1,687;8.1;; The Fall;102,611;I 2013–2016
1,688;7.2;79; Flores Partidas;102,607;2005
1,689;6.2;59; Wall Street: O Dinheiro Nunca Dorme;102,556;2010
1,690;6.8;65; Eu, Meu Irmão e Nossa Namorada;102,537;I 2007
1,691;6.4;40; A Cela;102,303;2000
1,692;6.6;43; Malévola 2: Dona do Mal;102,288;2019
1,693;6.3;56; Cidades de Papel;102,279;2015
1,694;7.8;; Meu Nome é Earl;102,136;2005–2009
1,695;7.5;72; Headhunters;101,743;2011
1,696;6.9;46; Tão Forte e Tão Perto;101,602;2011
1,697;7.3;69; O Dia do Atentado;101,552;2016
1,698;6.6;55; Cada Um na Sua Casa;101,520;II 2015
1,699;5.9;46; Doze é Demais;101,512;2003
1,700;7.0;72; ParaNorman;101,450;2012
1,701;6.3;59; Tá Chovendo Hambúrguer 2;101,448;2013
1,702;5.9;47; A Lenda do Zorro;101,363;2005
1,703;7.2;88; A Morte de Stalin;101,351;2017
1,704;6.2;44; Irmão de Espião;101,247;2016
1,705;6.5;39; Quebrando Regras;101,201;2008
1,706;4.5;33; Cinquenta Tons Mais Escuros;101,180;2017
1,707;7.4;54; Malena;101,178;2000
1,708;7.6;84; Volver;101,088;I 2006
1,709;6.4;45; Colombiana: Em Busca de Vingança;101,021;2011
1,710;5.5;31; Sua Alteza?;100,994;2011
1,711;7.8;75; Diários de Motocicleta;100,862;2004
1,712;5.4;48; O Conselheiro do Crime;100,700;2013
1,713;7.2;67; Ruby Sparks - A Namorada Perfeita;100,670;2012
1,714;6.3;44; Os Perdedores;100,573;I 2010
1,715;5.5;28; Navio Fantasma;100,375;2002
1,716;6.5;60; Celular: Um Grito de Socorro;100,365;2004
1,717;6.1;49; 30 Minutos ou Menos;100,178;2011
1,718;7.3;85; O Abrigo;100,096;2011
1,719;6.0;55; 12 Horas para Sobreviver: O Ano da Eleição;100,094;2016
1,720;8.9;; Gravity Falls: Um Verão de Mistérios;100,050;2012–2016
1,721;6.2;54; Temos Vagas;100,041;2007
1,722;8.2;; Misfits;99,977;2009–2013
1,723;7.3;41; No Rastro da Bala;99,976;2006
1,724;7.2;79; Amantes Eternos;99,775;2013
1,725;5.2;35; A Hora do Pesadelo;99,710;2010
1,726;7.9;94; Amor;99,662;2012
1,727;6.7;76; O Hóspede;99,628;I 2014
1,728;7.6;77; Philomena;99,606;2013
1,729;6.5;55; Jogo do Dinheiro;99,592;2016
1,730;8.4;; Banshee;99,578;2013–2016
1,731;6.7;23; Beleza Oculta;99,556;2016
1,732;5.5;36; A Dama na Água;99,508;2006
1,733;6.5;50; Cartas para Julieta;99,489;2010
1,734;5.5;31; Este é o Meu Garoto;99,429;2012
1,735;9.8;;  Game of Thrones;99,349;2011–2019
1,736;6.7;53; Rejeitados pelo Diabo;99,326;2005
1,737;7.1;72; Rastro de Maldade;99,290;2015
1,738;6.7;65; Ali;99,233;2001
1,739;5.4;44; Fúria Sobre Rodas;99,231;2011
1,740;7.9;; O Homem do Castelo Alto;99,198;2015–2019
1,741;6.6;63; Anna Karenina;99,197;I 2012
1,742;5.5;48; O Núcleo: Missão ao Centro da Terra;98,926;2003
1,743;5.1;36; Conan, o Bárbaro;98,865;2011
1,744;7.0;49; Demolição;98,863;2015
1,745;6.5;34; Sem Retorno;98,709;2015
1,746;6.2;62; Cinco Anos de Noivado;98,605;2012
1,747;6.0;48; Sequestro no Espaço;98,471;2012
1,748;6.8;61; A Família do Futuro;98,413;2007
1,749;8.6;; Justified;98,304;2010–2015
1,750;7.8;90; O Profeta;98,139;2009
1,751;7.3;; A Maldição da Mansão Bly;97,983;2020
1,752;6.0;44; Jobs;97,962;2013
1,753;5.5;24; Jogos Mortais: O Final;97,954;2010
1,754;6.5;66; Você é o Próximo;97,862;2011
1,755;6.0;41; Sahara;97,830;2005
1,756;6.3;79; As Golpistas;97,737;2019
1,757;4.9;34; Ano Um;97,728;2009
1,758;7.4;80; Boa Noite e Boa Sorte;97,705;2005
1,759;7.3;; Perdidos no Espaço;97,655;2018–2021
1,760;6.6;60; Operação Overlord;97,581;2018
1,761;8.4;; Inacreditável;97,543;2019
1,762;6.7;30; A Hora do Rango;97,493;I 2005
1,763;6.0;38; O Ritual;97,463;2011
1,764;5.8;66; Splice - A Nova Espécie;97,155;2009
1,765;7.1;61; O Júri;97,149;2003
1,766;6.3;71; O Amor Custa Caro;97,031;2003
1,767;8.4;; The Americans: Rede de Espionagem;96,988;2013–2018
1,768;6.4;47; A Cura;96,913;2016
1,769;6.6;; Duas Garotas em Apuros;96,752;2011–2017
1,770;6.3;61; Um Homem Misterioso;96,597;2010
1,771;6.5;44; Violência Gratuita;96,584;2007
1,772;6.8;84; As Viúvas;96,532;2018
1,773;7.6;; Titãs;96,438;I 2018– 
1,774;5.8;50; Comer, Rezar, Amar;96,438;2010
1,775;6.2;71; Terra dos Mortos;96,332;2005
1,776;8.3;; The Morning Show;96,208;I 2019– 
1,777;6.1;26; Rambo: Até o Fim;96,207;2019
1,778;7.4;61; Reine Sobre Mim;96,166;2007
1,779;6.0;53; Os Pinguins do Papai;96,150;2011
1,780;6.3;57; O Ritual;96,139;I 2017
1,781;6.4;58; Turbo;95,838;2013
1,782;5.4;44; O Chamado 2;95,836;2005
1,783;8.4;; Psych;95,790;2006–2014
1,784;5.5;26; Missão Babilônia;95,720;2008
1,785;6.1;52; Teenagers: As Apimentadas;95,708;2000
1,786;8.4;; Naruto;95,663;2002– 
1,787;6.6;65; O Golpista do Ano;95,633;2009
1,788;6.1;44; Brightburn: Filho das Trevas;95,622;2019
1,789;6.4;45; Invasão ao Serviço Secreto;95,527;2019
1,790;6.3;25; Revólver;95,476;2005
1,791;6.5;52; Trama Internacional;95,449;I 2009
1,792;8.1;; Objetos Cortantes;95,442;2018
1,793;6.9;66; A Outra Terra;95,435;2011
1,794;5.5;29; Garota Veneno;95,412;2002
1,795;6.1;49; O Bicho Vai Pegar;95,210;2006
1,796;6.7;59; Carros 3;95,199;2017
1,797;6.5;62; As Crônicas de Spiderwick;95,194;2008
1,798;6.9;47; Um Bom Ano;95,172;2006
1,799;7.1;66; A Menina que Brincava com Fogo;95,060;2009
1,800;7.2;62; O Exótico Hotel Marigold;94,965;2011
1,801;8.3;; The Leftovers;94,957;2014–2017
1,802;1.1;; Sadak 2;94,873;2020
1,803;6.9;51; O Caminho Para El Dorado;94,862;2000
1,804;6.5;54; Vovô Sem Vergonha;94,799;2013
1,805;6.0;33; Um Faz de Conta Que Acontece;94,580;2008
1,806;5.8;59; Atividade Paranormal 3;94,559;2011
1,807;6.7;51; Hardcore: Missão Extrema;94,458;2015
1,808;7.2;73; Dente Canino;94,447;2009
1,809;7.5;62; 42: A História de uma Lenda;94,318;2013
1,810;6.6;55; O Fim da Escuridão;94,293;2010
1,811;8.2;; Baahubali 2: A Conclusão;94,247;2017
1,812;7.1;55; Um Homem Entre Gigantes;94,214;2015
1,813;6.6;42; Burro - O Filme;94,195;2002
1,814;8.4;; American Crime Story;94,194;2016– 
1,815;8.6;; Making a Murderer;94,193;2015–2018
1,816;8.2;89; Gangues de Wasseypur;94,192;2012
1,817;6.1;51; Demônio de Neon;94,087;2016
1,818;8.0;90; Persépolis;94,066;2007
1,819;5.4;28; Caça às Bruxas;94,035;2011
1,820;7.0;64; Greyhound: Na Mira do Inimigo;93,992;2020
1,821;5.9;; Deu a Louca nos Nazis;93,978;2012
1,822;5.6;30; Operação Babá;93,851;2005
1,823;6.1;34; Gritos Mortais;93,827;2007
1,824;7.7;60; A Experiência;93,593;2001
1,825;6.4;56; Duff: Você Conhece, Tem ou É;93,476;2015
1,826;6.2;40; 3 Dias Para Matar;93,468;2014
1,827;9.1;; Leyla ile Mecnun;93,281;2011–2022
1,828;7.3;51; Uma Prova de Amor;93,267;2009
1,829;6.6;60; Mamma Mia! Lá Vamos Nós de Novo;93,128;2018
1,830;4.9;53; Bata Antes de Entrar;93,010;I 2015
1,831;5.5;49; Resident Evil 6: O Capítulo Final;92,874;2016
1,832;6.5;56; Além da Vida;92,851;2010
1,833;9.9;;  Ataque dos Titãs;92,769;2013–2023
1,834;4.7;34; Elektra;92,725;2005
1,835;7.9;79; Sing Street: Música e Sonho;92,707;2016
1,836;7.4;69; O Despertar de uma Paixão;92,671;2006
1,837;7.0;; Mártires;92,626;2008
1,838;6.9;53; Anjos da Vida: Mais Bravos que o Mar;92,575;I 2006
1,839;7.3;54; Voando Alto;92,501;2015
1,840;6.2;78; Ao Cair da Noite;92,496;2017
1,841;7.8;; Boneca Russa;92,425;2019– 
1,842;6.5;50; Festival Eurovision da Canção: A Saga de Sigrit e Lars;92,419;2020
1,843;7.0;62; Grandes Olhos;92,416;I 2014
1,844;5.5;35; O Apanhador de Sonhos;92,358;2003
1,845;5.9;40; As Tartarugas Ninja: Fora das Sombras;92,303;2016
1,846;6.6;64; Nick & Norah: Uma Noite de Amor e Música;92,184;2008
1,847;6.5;57; Simplesmente Complicado;92,135;2009
1,848;7.1;75; Os Muppets, o retorno;92,098;2011
1,849;6.7;52; Ted Bundy: A Irresistível Face do Mal;92,083;2019
1,850;6.4;63; Monstros;92,068;2010
1,851;5.7;48; O Galinho Chicken Little;92,026;2005
1,852;8.4;; Billions;91,992;2016– 
1,853;6.5;42; A Última Casa;91,963;2009
1,854;5.9;25; O Confronto;91,932;2001
1,855;5.3;43; O Círculo;91,923;I 2017
1,856;6.6;60; Ninfomaníaca: Volume 2;91,867;2013
1,857;7.2;81; Toda Forma de Amor;91,833;2010
1,858;5.6;47; A Caixa;91,825;I 2009
1,859;5.4;21; Par Perfeito;91,614;2010
1,860;5.2;42; xXx: Reativado;91,560;2017
1,861;8.7;; Demon Slayer: Kimetsu no Yaiba;91,532;2019– 
1,862;5.7;57; Cemitério Maldito;91,442;2019
1,863;6.2;39; Assim na Terra Como no Inferno;91,436;2014
1,864;7.4;; O Mundo Sombrio de Sabrina;91,313;2018–2020
1,865;5.9;47; Arquivo X: Eu Quero Acreditar;91,312;2008
1,866;7.5;80; Selma: Uma Luta Pela Igualdade;91,281;2014
1,867;6.4;52; Rebobine, por Favor;91,225;2008
1,868;5.8;46; Antes Só do que Mal Casado;91,207;2007
1,869;1.9;15; Super-Heróis: A Liga da Injustiça;91,201;2008
1,870;8.6;; Hora de Aventura;91,184;2010– 
1,871;6.4;40; Professor Peso Pesado;91,146;2012
1,872;6.2;43; Angry Birds: O Filme;91,122;2016
1,873;6.1;50; American Ultra: Armados e Alucinados;91,110;2015
1,874;7.6;80; O Mundo dos Pequeninos;91,019;2010
1,875;7.1;70; Elefante;90,991;2003
1,876;6.2;46; Ali G Indahouse: O Filme;90,873;2002
1,877;6.7;; Contos do Dia das Bruxas;90,779;2007
1,878;6.9;63; Secretária;90,736;2002
1,879;5.7;28; Hitman: Agente 47;90,663;2015
1,880;6.2;36; Rogue, o Assassino;90,626;2007
1,881;9.0;; Hunter x Hunter;90,570;2011–2014
1,882;5.5;53; Piranha;90,564;2010
1,883;7.5;67; Sinédoque, Nova York;90,422;2008
1,884;6.0;42; Boneco do Mal;90,397;2016
1,885;8.1;; The Good Doctor;90,350;2017– 
1,886;7.4;58; Biutiful;90,326;2010
1,887;7.3;76; Submarino;90,324;2010
1,888;5.6;19; Maldita Sorte;90,124;2007
1,889;6.3;; A Babá;90,117;I 2017
1,890;6.7;27; Doce Novembro;90,115;2001
1,891;7.2;58; Álbum de Família;90,053;2013
1,892;6.6;78; Z: A Cidade Perdida;90,025;2016
1,893;5.5;46; O Albergue 2;89,986;2007
1,894;8.2;; Assassinato às Cegas;89,967;2018
1,895;5.4;30; Os Smurfs;89,806;2011
1,896;7.7;86; A Grande Beleza;89,762;2013
1,897;4.5;26; Skyline - A Invasão;89,740;2010
1,898;5.8;34; Minhas Adoráveis Ex-Namoradas;89,680;2009
1,899;5.8;49; Volta ao Mundo em 80 Dias: Uma Aposta Muito Louca;89,675;2004
1,900;8.2;; Legião;89,670;2017–2019
1,901;6.9;58; Estrada Sem Lei;89,644;2019
1,902;6.7;64; I Am Mother;89,608;2019
1,903;6.2;38; Roubando Vidas;89,552;2004
1,904;6.6;53; Os Pinguins de Madagascar: O Filme;89,468;2014
1,905;8.1;; Swades: We, the People;89,416;2004
1,906;7.1;66; Bob Esponja: O Filme;89,406;2004
1,907;8.4;; Star Wars: A Guerra dos Clones;89,399;2008–2020
1,908;7.2;83; Coração Louco;89,397;2009
1,909;5.3;45; Encontro de Amor;89,291;2002
1,910;7.3;61; Frida;89,241;2002
1,911;7.7;45; O Primeiro Amor;89,230;I 2010
1,912;6.3;49; Rio 2;89,196;2014
1,913;7.1;69; A Última Ceia;88,992;2001
1,914;7.1;; Falling Skies;88,930;2011–2015
1,915;8.4;90; Hamilton;88,925;2020
1,916;5.9;51; Os Caça-Noivas;88,870;2016
1,917;7.5;; Designated Survivor;88,793;2016–2019
1,918;6.7;63; Infidelidade;88,757;2002
1,919;6.8;59; Os Donos da Noite;88,732;2007
1,920;7.4;; The Undoing: Já Devias Saber;88,683;2020
1,921;3.6;9; The Room;88,618;2003
1,922;5.2;31; Hellboy;88,438;2019
1,923;7.5;; O.C.: Um Estranho no Paraíso;88,246;2003–2007
1,924;6.0;36; As Duas Faces da Lei;88,095;2008
1,925;7.0;; Ameaça Terrorista;88,088;2010
1,926;6.3;19; Polar;88,050;I 2019
1,927;7.0;67; Confissões de uma Mente Perigosa;88,049;2002
1,928;6.4;51; O Acordo;88,028;I 2013
1,929;5.5;31; Tiras em Apuros;87,976;2010
1,930;6.3;54; Para Roma, com Amor;87,854;2012
1,931;6.0;51; Como Ser Solteira;87,802;2016
1,932;7.2;49; Ligados Pelo Amor;87,723;2012
1,933;6.3;60; Goosebumps: Monstros e Arrepios;87,714;2015
1,934;6.4;60; O Idiota do Meu Irmão;87,698;2011
1,935;6.5;49; Sex Drive: Rumo ao Sexo;87,640;2008
1,936;5.6;46; Espelho, Espelho Meu;87,620;I 2012
1,937;5.6;66; Bling Ring: A Gangue de Hollywood;87,605;2013
1,938;7.4;76; Sete Minutos Depois da Meia-Noite;87,567;2016
1,939;6.1;52; Dezesseis Luas;87,533;2013
1,940;5.5;; High School Musical;87,495;2006 TV Movie
1,941;7.0;71; O Mistério dos Escavadores;87,439;2003
1,942;7.2;55; Harry Brown;87,413;2009
1,943;8.1;; O Gerente da Noite;87,400;2016
1,944;7.4;; The Following;87,330;2013–2015
1,945;7.3;76; Jane Eyre;87,328;2011
1,946;7.9;82; Temporário 12;87,248;2013
1,947;5.8;52; Nacho Libre;87,218;2006
1,948;6.2;50; Ela Dança, Eu Danço 2;87,216;2008
1,949;7.1;85; Half Nelson: Encurralados;87,183;2006
1,950;5.9;33; A Última Música;87,168;2010
1,951;8.1;95; Retrato de uma Jovem em Chamas;87,152;2019
1,952;9.7;;  Game of Thrones;87,100;2011–2019
1,953;8.9;; Last Week Tonight with John Oliver;87,082;2014– 
1,954;7.1;54; Cashback, Bem-vindo ao Turno da Noite;87,074;2006
1,955;7.2;90; Assassinato em Gosford Park;87,056;2001
1,956;6.8;64; Os Brutamontes;87,053;2011
1,957;7.6;70; O Falcão Manteiga de Amendoim;87,017;2019
1,958;6.7;66; O Retorno de Mary Poppins;87,015;2018
1,959;5.9;25; A Nova Cinderela;86,937;2004
1,960;5.6;30; 13 Fantasmas;86,868;2001
1,961;6.1;; Blitz;86,865;2011
1,962;5.8;67; A Toda Prova;86,830;2011
1,963;6.8;70; Aos Treze;86,816;2003
1,964;8.4;; The Inbetweeners;86,813;2008–2010
1,965;6.9;65; Sete Dias com Marilyn;86,805;2011
1,966;7.6;66; Piaf Um Hino Ao Amor;86,663;2007
1,967;7.3;78; O Guarda;86,551;2011
1,968;6.3;62; Super Escola de Heróis;86,502;2005
1,969;6.2;49; Troco em Dobro;86,315;2020
1,970;6.7;69; O Novo Mundo;86,218;2005
1,971;5.6;38; A Pantera Cor de Rosa;86,161;2006
1,972;7.3;62; Encontrando Forrester;86,159;2000
1,973;6.0;51; Power;86,149;2020
1,974;8.5;; Jogos Sagrados;86,142;2018–2019
1,975;5.0;27; Garfield: O Filme;85,925;2004
1,976;8.3;; Ray Donovan;85,873;2013–2020
1,977;5.6;22; Noite de Ano Novo;85,868;2011
1,978;8.2;; Meu Pai e Meu Filho;85,854;2005
1,979;8.4;75; Cafarnaum;85,777;2018
1,980;7.3;73; Decisão de Risco;85,775;2015
1,981;6.2;25; Caso 39;85,669;2009
1,982;6.9;; Emily em Paris;85,665;2020– 
1,983;8.1;; Irmão Bajrangi;85,651;2015
1,984;5.9;37; A Máfia Volta ao Divã;85,639;2002
1,985;6.7;43; Hot Rod - Loucos Sobre Rodas;85,523;2007
1,986;7.6;73; O Preço da Verdade;85,459;2019
1,987;6.7;38; Horas de Desespero;85,345;I 2015
1,988;6.4;47; Burlesque;85,342;I 2010
1,989;5.2;33; Vovó... Zona;85,323;2000
1,990;5.9;35; O Amigo Oculto;85,240;2005
1,991;6.3;66; O Bom Gigante Amigo;85,234;2016
1,992;6.0;31; A Casa dos 1000 Corpos;85,144;2003
1,993;6.4;44; O Corvo;85,020;I 2012
1,994;7.3;59; Sem Perdão;84,996;2017
1,995;6.4;42; Na Teia da Aranha;84,935;2001
1,996;6.8;73; Relatos do Mundo;84,876;2020
1,997;7.7;; Deuses Americanos;84,793;2017–2021
1,998;5.2;39; Alvin e os Esquilos;84,766;2007
1,999;6.1;64; Capitão Sky e o Mundo de Amanhã;84,750;2004
2,000;6.6;50; Despedida em Grande Estilo;84,726;2017
